datetime,T_mu_actual,T_mu_pred
2014-12-16,3.625,3.2
2014-12-17,2.1375,3.625
2014-12-18,1.7625,2.1375
2014-12-19,4.362500000000002,1.7625
2014-12-20,2.1250000000000004,4.362500000000002
2014-12-21,0.3125,2.1250000000000004
2014-12-22,-1.225,0.3125
2014-12-23,-6.2875000000000005,-1.225
2014-12-24,-4.725,-6.2875000000000005
2014-12-25,-10.249999999999998,-4.725
2014-12-26,-3.3,-10.249999999999998
2014-12-27,-4.975,-3.3
2014-12-28,-9.025,-4.975
2014-12-29,-13.95,-9.025
2014-12-30,-0.10000000000000003,-13.95
2014-12-31,3.7,-0.10000000000000003
2015-01-01,3.3875,3.7
2015-01-02,4.225,3.3875
2015-01-03,1.7999999999999998,4.225
2015-01-04,-1.5499999999999998,1.7999999999999998
2015-01-06,-10.7125,-1.5499999999999998
2015-01-07,-2.525,-10.7125
2015-01-08,1.1,-2.525
2015-01-09,0.9250000000000004,1.1
2015-01-10,-0.45,0.9250000000000004
2015-01-11,-6.175,-0.45
2015-01-12,-10.2625,-6.175
2015-01-13,1.725,-10.2625
2015-01-14,2.0875,1.725
2015-01-15,2.225,2.0875
2015-01-16,2.3125,2.225
2015-01-17,2.8375,2.3125
2015-01-18,2.325,2.8375
2015-01-19,-0.3625,2.325
2015-01-20,-2.1125,-0.3625
2015-01-21,-3.5625,-2.1125
2015-01-22,-6.637499999999998,-3.5625
2015-01-23,-3.2875,-6.637499999999998
2015-01-24,-0.6375,-3.2875
2015-01-25,-0.575,-0.6375
2015-01-26,1.1124999999999998,-0.575
2015-01-27,0.4375,1.1124999999999998
2015-01-28,0.9875,0.4375
2015-01-30,1.025,0.9875
2015-01-31,0.8250000000000001,1.025
2015-02-01,0.6375,0.8250000000000001
2015-02-02,1.1,0.6375
2015-02-03,0.6125,1.1
2015-02-04,-1.0125,0.6125
2015-02-05,-0.9125,-1.0125
2015-02-06,0.85,-0.9125
2015-02-07,1.2125,0.85
2015-02-08,-2.675,1.2125
2015-02-09,-1.875,-2.675
2015-02-10,4.5875,-1.875
2015-02-11,3.4625,4.5875
2015-02-12,1.9625000000000004,3.4625
2015-02-13,1.2,1.9625000000000004
2015-02-14,0.6375000000000001,1.2
2015-02-15,-4.7125,0.6375000000000001
2015-02-16,-2.375,-4.7125
2015-02-17,-1.275,-2.375
2015-02-18,1.9875,-1.275
2015-02-19,2.6250000000000004,1.9875
2015-02-20,2.7,2.6250000000000004
2015-02-21,1.9125,2.7
2015-02-22,2.2375,1.9125
2015-02-23,2.35,2.2375
2015-02-24,2.7375000000000007,2.35
2015-02-26,1.35,2.7375000000000007
2015-02-27,0.9875000000000002,1.35
2015-02-28,1.3875,0.9875000000000002
2015-03-01,2.0375,1.3875
2015-03-02,2.6125,2.0375
2015-03-03,1.95,2.6125
2015-03-04,1.55,1.95
2015-03-05,1.6,1.55
2015-03-06,1.6875,1.6
2015-03-07,2.125,1.6875
2015-03-08,4.7875,2.125
2015-03-09,6.074999999999998,4.7875
2015-03-10,3.4875,6.074999999999998
2015-03-11,4.1875,3.4875
2015-03-12,1.4999999999999998,4.1875
2015-03-13,1.6124999999999998,1.4999999999999998
2015-03-14,2.2625,1.6124999999999998
2015-03-15,3.325,2.2625
2015-03-16,3.3,3.325
2015-03-17,3.2625,3.3
2015-03-18,3.6375,3.2625
2015-03-19,3.075,3.6375
2015-03-20,2.825,3.075
2015-03-21,-1.2875,2.825
2015-03-22,-2.6875,-1.2875
2015-03-23,2.3625,-2.6875
2015-03-24,5.0875,2.3625
2015-03-25,-0.65,5.0875
2015-03-26,0.475,-0.65
2015-03-27,2.2125,0.475
2015-03-28,3.662500000000001,2.2125
2015-03-29,2.685714285714286,3.662500000000001
2015-03-30,1.4625,2.685714285714286
2015-03-31,2.7,1.4625
2015-04-01,2.2125,2.7
2015-04-02,2.5125,2.2125
2015-04-03,2.05,2.5125
2015-04-04,2.6375,2.05
2015-04-05,2.2875,2.6375
2015-04-06,4.0875,2.2875
2015-04-07,4.2875000000000005,4.0875
2015-04-08,6.75,4.2875000000000005
2015-04-09,6.4375,6.75
2015-04-10,6.125,6.4375
2015-04-11,7.6125,6.125
2015-04-12,5.887500000000001,7.6125
2015-04-13,5.7250000000000005,5.887500000000001
2015-04-14,3.7875,5.7250000000000005
2015-04-15,4.1000000000000005,3.7875
2015-04-16,4.1375,4.1000000000000005
2015-04-17,3.8,4.1375
2015-04-18,4.7875,3.8
2015-04-19,5.4375,4.7875
2015-04-20,7.725,5.4375
2015-04-21,8.2875,7.725
2015-04-22,8.799999999999997,8.2875
2015-04-23,7.587499999999999,8.799999999999997
2015-04-24,5.987500000000002,7.587499999999999
2015-04-25,5.5625,5.987500000000002
2015-04-26,5.9625,5.5625
2015-04-27,5.4625,5.9625
2015-04-28,9.2,5.4625
2015-04-29,6.1375,9.2
2015-04-30,4.3,6.1375
2015-05-01,7.6375,4.3
2015-05-02,6.0875,7.6375
2015-05-03,7.012499999999998,6.0875
2015-05-04,6.75,7.012499999999998
2015-05-05,7.5125,6.75
2015-05-06,9.5125,7.5125
2015-05-07,9.0125,9.5125
2015-05-08,7.974999999999999,9.0125
2015-05-09,8.137500000000001,7.974999999999999
2015-05-10,8.225,8.137500000000001
2015-05-11,8.7125,8.225
2015-05-12,9.2375,8.7125
2015-05-13,8.1375,9.2375
2015-05-14,9.9625,8.1375
2015-05-15,6.800000000000002,9.9625
2015-05-16,7.837499999999999,6.800000000000002
2015-05-17,9.225,7.837499999999999
2015-05-18,7.725000000000001,9.225
2015-05-19,9.6125,7.725000000000001
2015-05-20,10.6,9.6125
2015-05-21,9.5875,10.6
2015-05-22,11.0375,9.5875
2015-05-23,9.7875,11.0375
2015-05-24,9.8875,9.7875
2015-05-25,9.75,9.8875
2015-05-26,11.500000000000002,9.75
2015-05-27,12.625,11.500000000000002
2015-05-28,13.2125,12.625
2015-05-29,10.8125,13.2125
2015-05-30,10.875,10.8125
2015-05-31,11.225,10.875
2015-06-01,11.4875,11.225
2015-06-02,12.562500000000002,11.4875
2015-06-03,12.7375,12.562500000000002
2015-06-04,13.275,12.7375
2015-06-05,13.95,13.275
2015-06-06,11.925,13.95
2015-06-07,13.6,11.925
2015-06-08,12.2375,13.6
2015-06-09,12.3375,12.2375
2015-06-10,12.1875,12.3375
2015-06-11,14.075,12.1875
2015-06-12,13.4625,14.075
2015-06-13,15.062500000000002,13.4625
2015-06-14,12.8,15.062500000000002
2015-06-15,12.225,12.8
2015-06-16,11.95,12.225
2015-06-17,11.9875,11.95
2015-06-18,10.8,11.9875
2015-06-19,12.875,10.8
2015-06-20,13.125,12.875
2015-06-21,12.3875,13.125
2015-06-22,14.0125,12.3875
2015-06-23,14.525,14.0125
2015-06-24,13.5125,14.525
2015-06-25,13.3875,13.5125
2015-06-26,13.2,13.3875
2015-06-27,14.4125,13.2
2015-06-28,15.4625,14.4125
2015-06-29,16.9375,15.4625
2015-06-30,15.000000000000002,16.9375
2015-07-01,17.8125,15.000000000000002
2015-07-02,18.4375,17.8125
2015-07-03,21.15,18.4375
2015-07-04,20.8125,21.15
2015-07-05,19.4625,20.8125
2015-07-06,15.6125,19.4625
2015-07-07,15.312500000000002,15.6125
2015-07-08,15.400000000000002,15.312500000000002
2015-07-09,15.9625,15.400000000000002
2015-07-10,14.6625,15.9625
2015-07-11,16.737499999999994,14.6625
2015-07-12,14.2625,16.737499999999994
2015-07-13,14.6,14.2625
2015-07-14,14.387500000000005,14.6
2015-07-15,17.2875,14.387500000000005
2015-07-16,16.5875,17.2875
2015-07-17,15.95,16.5875
2015-07-18,15.4875,15.95
2015-07-19,15.8,15.4875
2015-07-20,16.0625,15.8
2015-07-21,16.95,16.0625
2015-07-22,15.85,16.95
2015-07-23,15.625,15.85
2015-07-25,16.9,15.625
2015-07-26,16.424999999999994,16.9
2015-07-27,16.400000000000002,16.424999999999994
2015-07-28,15.2,16.400000000000002
2015-07-29,15.4,15.2
2015-07-30,15.725,15.4
2015-07-31,14.9625,15.725
2015-08-01,15.9,14.9625
2015-08-02,16.0375,15.9
2015-08-03,17.412499999999998,16.0375
2015-08-04,16.575000000000006,17.412499999999998
2015-08-05,16.974999999999998,16.575000000000006
2015-08-06,18.4125,16.974999999999998
2015-08-07,18.762500000000006,18.4125
2015-08-08,19.1375,18.762500000000006
2015-08-09,19.5,19.1375
2015-08-10,18.887500000000006,19.5
2015-08-11,19.25,18.887500000000006
2015-08-12,20.3,19.25
2015-08-13,18.125,20.3
2015-08-14,16.525000000000002,18.125
2015-08-15,17.0875,16.525000000000002
2015-08-16,16.450000000000006,17.0875
2015-08-18,15.7875,16.450000000000006
2015-08-19,15.2625,15.7875
2015-08-20,16.3,15.2625
2015-08-21,17.2625,16.3
2015-08-22,18.2875,17.2625
2015-08-23,18.6375,18.2875
2015-08-24,19.2,18.6375
2015-08-25,19.9625,19.2
2015-08-26,18.9125,19.9625
2015-08-27,17.3375,18.9125
2015-08-28,17.262500000000006,17.3375
2015-08-29,17.7,17.262500000000006
2015-08-30,15.175,17.7
2015-08-31,14.9,15.175
2015-09-01,15.3625,14.9
2015-09-02,14.087500000000002,15.3625
